Permalink,Post Message,Posted,Lifetime Post Total Reach,Lifetime Post Total Impressions,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - comment
https://www.facebook.com/underthebutton/posts/10154329456535855,The frat requires each member to at least think about helping others twice a semester.,5/8/17 13:46,6509,10033,86,9,0
https://www.facebook.com/underthebutton/posts/10154311801070855,"&quot;In the future, the Falcons would request that the University of Pennsylvania be referred to exclusively as UPenn to avoid such issues.&quot;",5/1/17 9:22,17332,29675,189,7,3
https://www.facebook.com/underthebutton/posts/10154306978220855,"For far too long, College Republicans has excluded a significant portion of Penn students: those not in the College.",4/29/17 10:13,4514,7913,52,1,2
https://www.facebook.com/underthebutton/posts/10154305124060855,Now that's talent!,4/28/17 14:31,1335,2435,8,0,0
https://www.facebook.com/underthebutton/posts/10154305032585855,Trump-mann Tweet of the Day,4/28/17 13:54,736,1411,0,0,0
https://www.facebook.com/underthebutton/posts/10154304886410855,"&quot;Cooper stopped defending his point of view and just started berating his friend for 'infringing on his free speech.' His friend, dumbfounded and speechless, capitulated. Cooper had won the day.&quot;",4/28/17 12:41,4551,7684,68,5,2
https://www.facebook.com/underthebutton/posts/10154304499965855,"&quot;InterningAt's mission statement says it best: 'It's Facebook, but exclusively for posting statuses about your internship.'&quot;",4/28/17 10:02,2022,3830,6,1,0
https://www.facebook.com/underthebutton/posts/10154302583545855,"Hey, it's Hey Day!",4/27/17 13:20,720,1314,1,0,0
https://www.facebook.com/underthebutton/posts/10154302547005855,Finally!,4/27/17 13:08,1646,2889,8,2,0
https://www.facebook.com/underthebutton/posts/10154302000450855,"Run Penn, run!",4/27/17 8:35,713,1264,2,0,0
https://www.facebook.com/underthebutton/posts/10154300518305855,"For the third year in a row, it's the 100th Annual Hey Day!",4/26/17 16:42,5302,9024,97,0,2
https://www.facebook.com/underthebutton/posts/10154300244815855,Breaking news!,4/26/17 14:43,5532,9277,54,5,2
https://www.facebook.com/underthebutton/posts/10154300008485855,Trump-mann Tweet Of The Day,4/26/17 12:59,444,831,0,0,0
https://www.facebook.com/underthebutton/posts/10154299744075855,"Get excited for tomorrow, juniors!",4/26/17 10:54,2637,4501,26,10,1
https://www.facebook.com/underthebutton/posts/10154299499090855,For everyone sprinting to DRL in the morning...,4/26/17 9:02,776,1421,7,0,0
https://www.facebook.com/underthebutton/posts/10154299355640855,Sounds about right.,4/26/17 8:13,2753,4930,18,15,0
https://www.facebook.com/underthebutton/posts/10154297770840855,"Fling has flung, and here's what went down!",4/25/17 14:38,2851,5044,14,0,0
https://www.facebook.com/underthebutton/posts/10154297452130855,Wow... badass alert!,4/25/17 11:25,6576,10212,59,22,0
https://www.facebook.com/underthebutton/posts/10154294922870855,See if your fling tank made the list!,4/24/17 12:55,7385,11698,68,3,2
https://www.facebook.com/underthebutton/posts/10154294821905855,Dishonest Shoutouts are making Amy G upset.,4/24/17 12:00,881,1645,2,0,0
https://www.facebook.com/underthebutton/posts/10154292697335855,"&quot;He's also going to start smoking cigarettes, and wearing more loafers.&quot;",4/23/17 13:44,11769,18242,131,7,4
https://www.facebook.com/underthebutton/posts/10154287642530855,"&quot;I forgot to plug it in last night and now my Macbook is dead. It has all my music on it,&quot; he groaned.",4/21/17 11:45,4127,7097,85,5,0
https://www.facebook.com/underthebutton/posts/10154285493635855,Trump-mann Tweet of the Day,4/20/17 16:24,497,886,0,0,0
https://www.facebook.com/underthebutton/posts/10154285222385855,"&quot;Patients will be coded with a green tag if they wander into the tent reporting symptoms such as &quot;My face is literally...oh my god my face is falling off of my face,&quot; and mumbling phrases such as &quot;where did my hands gãoh shit, wait, never mind&quot; and &quot;Has anyone ever died from smoking weed? Can that happen?&quot;",4/20/17 14:15,1646,2912,13,0,0
https://www.facebook.com/underthebutton/posts/10154284831290855,"&quot;How did April 20th become 4/20 as we know it today? And, more importantly, how is Ben Franklin involved in all of this?&quot;",4/20/17 11:21,966,1843,9,0,1
https://www.facebook.com/underthebutton/posts/10154284744890855,Didn't get your hands on those wristbands? This one's for you,4/20/17 10:38,1468,2749,5,0,0
https://www.facebook.com/underthebutton/posts/10154284489665855,"–We just never expected he would go that direction,” Helen, Johnês mother, continued. –I mean, heês always gone his own way, he's always been fiercely independent, but no one could have predicted this.”",4/20/17 8:30,8814,13436,101,10,2
https://www.facebook.com/underthebutton/posts/10154282743335855,"You have 6 hours, go.",4/19/17 15:05,1318,2424,3,0,0
https://www.facebook.com/underthebutton/posts/10154282429245855,Lucrative!,4/19/17 12:12,3397,5868,24,4,0
https://www.facebook.com/underthebutton/posts/10154282286735855,Prepare your bodies,4/19/17 10:59,3240,6001,30,4,3
https://www.facebook.com/underthebutton/posts/10154282160325855,Think our yield rate is impressive? Think again.,4/19/17 9:49,2591,4681,41,7,3
https://www.facebook.com/underthebutton/posts/10154282011000855,John Legend wyd?,4/19/17 8:46,596,1061,2,0,0
https://www.facebook.com/underthebutton/posts/10154280543370855,Are you really an adult if your parents still do your taxes?,4/18/17 17:39,1207,2257,10,1,1
https://www.facebook.com/underthebutton/posts/10154280262395855,And you thought 7 hours was bad.,4/18/17 15:54,5375,8642,67,6,2
https://www.facebook.com/underthebutton/posts/10154280168875855,Amy doesn't need to share her tax returns.,4/18/17 15:06,540,985,1,0,0
https://www.facebook.com/underthebutton/posts/10154279824295855,"Joe, we know you're seeing someone else.",4/18/17 12:26,1855,3403,17,0,1
https://www.facebook.com/underthebutton/posts/10154279666220855,Sounds like there won't be suns out or guns out this Friday.,4/18/17 11:04,7020,11495,61,24,0
https://www.facebook.com/underthebutton/posts/10154277769115855,"A bit hypocritical, no?",4/17/17 15:44,11172,19089,105,3,1
https://www.facebook.com/underthebutton/posts/10154277391705855,&quot;One can hardly take a step on campus without feeling the grief that permeates the air over the storeês impending closing.&quot;,4/17/17 12:55,2041,3575,14,0,0
https://www.facebook.com/underthebutton/posts/10154277237400855,Hell yeah!,4/17/17 11:28,1095,1842,6,0,0
https://www.facebook.com/underthebutton/posts/10154274438080855,"&quot;Then, with a swift flick of the wrist, he turned water into mimosas.&quot;",4/16/17 10:09,1046,1861,4,0,0
https://www.facebook.com/underthebutton/posts/10154269059965855,"Don't thank nature, thank me!",4/14/17 10:33,577,1011,0,0,0
https://www.facebook.com/underthebutton/posts/10154268953565855,The only way to spend a sunny day at Penn.,4/14/17 9:38,1623,2902,5,1,0
https://www.facebook.com/underthebutton/posts/10154266366205855,"–It was like learning youêre pregnant with triplets, but the triplets are already born and also large feral cats,” said Kipling.",4/13/17 13:49,1442,2584,17,2,1
https://www.facebook.com/underthebutton/posts/10154265908530855,"&quot;When it comes to the Odyssey Online, anyone can write for them and no one can't.&quot;",4/13/17 11:26,1732,3040,24,4,1
https://www.facebook.com/underthebutton/posts/10154265631290855,Trump-mann Tweet of the Day,4/13/17 10:10,407,723,0,0,0
https://www.facebook.com/underthebutton/posts/10154265420115855,"&quot;Instead of taking place in the The Room of the Last Supper on Mount Zion, the dinner would surely be held in The Room That is Way Too Small for 50 People at Ken's Seafood.&quot;",4/13/17 8:40,1145,2082,12,0,0
https://www.facebook.com/underthebutton/posts/10154263658970855,"Fill out this survey to tell us what you like, what you don't like, and what you want to see more of from UTB, Street, and the DP!",4/12/17 16:23,440,797,1,0,0
https://www.facebook.com/underthebutton/posts/10154263545130855,"&quot;And then we heard people talking about how excited they were to be a 'Fighting Quaker'ãthat was really what tipped us off. We Quakers are staunch pacifists, and we definitely don't wear colonial-style hats anymore. The whole thing was actually kind of offensive.&quot;",4/12/17 15:28,676,1235,5,0,1
https://www.facebook.com/underthebutton/posts/10154263189790855,Trump-mann Tweet Of The Day,4/12/17 12:28,369,655,0,0,0
https://www.facebook.com/underthebutton/posts/10154263069300855,What's up with the breadstuffs?,4/12/17 11:26,1166,2140,3,2,0
https://www.facebook.com/underthebutton/posts/10154262951700855,–I JUST ordered this crib off of Amazon. This is so frustrating!”,4/12/17 10:31,3050,5156,61,4,0
https://www.facebook.com/underthebutton/posts/10154260866100855,Need a pick-me-up but you might have to walk two blocks? Don't fear.,4/11/17 16:42,5833,9375,103,5,1
https://www.facebook.com/underthebutton/posts/10154260585645855,At least it's nice outside?,4/11/17 14:30,14299,22492,290,80,2
https://www.facebook.com/underthebutton/posts/10154260192715855,Amy weighs in on Fresh Grocer's replacement.,4/11/17 10:42,792,1541,0,0,0
https://www.facebook.com/underthebutton/posts/10154259988825855,Miracles happen every day.,4/11/17 8:59,2006,3438,43,1,1
https://www.facebook.com/underthebutton/posts/10154258197085855,"&quot;It's really quite an astounding case... Mr. Ellton appears to possess an extraordinary resistance to heat, presumably the result of some genetic mutation.&quot;",4/10/17 14:36,1497,2603,7,6,0
https://www.facebook.com/underthebutton/posts/10154257993245855,Trying to brush up on Passover stuff before the Seder tonight? Confused by why someone would just put a bone on a plate? This should help.,4/10/17 13:05,2294,4018,19,5,0
https://www.facebook.com/underthebutton/posts/10154257514305855,Click here for a list of the newest members of each senior society!,4/10/17 11:15,2202,3962,8,0,0
https://www.facebook.com/underthebutton/posts/10154252499885855,It's hard to find a summer subletter with so much competition in the area. This guide makes it easy!,4/8/17 14:08,1134,2186,0,0,0
https://www.facebook.com/underthebutton/posts/10154249337490855,Critical information on the tuition increase.,4/7/17 13:43,563,1094,1,0,0
https://www.facebook.com/underthebutton/posts/10154248846540855,Submit shoutouts to our friends at 34th Street Magazine! Don't miss this opportunity to anonymously roast your friends and enemies.,4/7/17 12:18,803,1595,0,0,0
https://www.facebook.com/underthebutton/posts/10154248779875855,&quot;I sit and stare at the cyber-empire Iêve just built. The likes are rolling in. This is my kingdom.&quot;,4/7/17 11:33,4374,7789,83,5,2
https://www.facebook.com/underthebutton/posts/10154248568895855,Believe in the green light.,4/7/17 10:18,1249,2362,4,0,0
https://www.facebook.com/underthebutton/posts/10154245954820855,"You can submit your own, too!",4/6/17 15:42,1897,3342,6,0,1
https://www.facebook.com/underthebutton/posts/10154245593635855,Finally!,4/6/17 13:31,1088,1885,10,0,0
https://www.facebook.com/underthebutton/posts/10154245339370855,Not Fake News,4/6/17 11:28,538,968,1,0,0
https://www.facebook.com/underthebutton/posts/10154245260785855,"&quot;At approximately 2:50 Wednesday afternoon, genius struck in Huntsman Hall. In the hustle and bustle of the pre 3:00 class rush, four MBA students had a brilliant idea: they should network right in the middle of the hallway by the G-level escalators...&quot;",4/6/17 10:43,898,1480,7,0,0
https://www.facebook.com/underthebutton/posts/10154244790080855,All of the signs were there.,4/6/17 8:18,2549,4485,28,5,0
https://www.facebook.com/underthebutton/posts/10154242897615855,She's excited!,4/5/17 16:18,2667,4857,15,0,0
https://www.facebook.com/underthebutton/posts/10154242449330855,"Surprise, surprise.",4/5/17 12:34,1326,2485,36,0,1
https://www.facebook.com/underthebutton/posts/10154242223235855,Every day we stray further from God's light.,4/5/17 11:07,1803,3229,9,4,0
https://www.facebook.com/underthebutton/posts/10154242129050855,Trump-mann Tweet Of The Day,4/5/17 10:15,522,1052,0,0,0
https://www.facebook.com/underthebutton/posts/10154241924050855,Penn combats stigma via over-sized sculptures.,4/5/17 8:53,1648,3120,52,1,2
https://www.facebook.com/underthebutton/posts/10154240604820855,"&quot;I was like, I don't have any intellectual or academic interests. I just want to make money. But then I was like, oh, wait. Why don't I just say that?&quot;",4/4/17 18:27,86673,132693,1177,354,38
https://www.facebook.com/underthebutton/posts/10154240280880855,Do you know what Penn's actual acceptance rate is?,4/4/17 15:58,1191,2321,1,0,0
https://www.facebook.com/underthebutton/posts/10154240122195855,You (probably) still have time to grab one!,4/4/17 14:36,1019,1877,3,0,0
https://www.facebook.com/underthebutton/posts/10154239668395855,Nobody's perfect.,4/4/17 11:19,3941,7214,68,6,1
https://www.facebook.com/underthebutton/posts/10154239287325855,Who said we don't care about sports?,4/4/17 8:44,1617,3032,20,1,0
https://www.facebook.com/underthebutton/posts/10154237214950855,"Thank you, Fox and Friends, for covering the Fossil Free Penn protest in an unbiased, truthful manner.",4/3/17 13:51,849,1515,1,0,0
https://www.facebook.com/underthebutton/posts/10154237007020855,We spoke to the Penn community to see how they're holding up without Harvest.,4/3/17 12:42,4775,8657,15,12,1
https://www.facebook.com/underthebutton/posts/10154232140775855,The good people at Penn Labs finally made something we can all use.,4/1/17 14:00,2967,6125,46,8,2
https://www.facebook.com/underthebutton/posts/10154232208935855,It's here: The ultimate lunch on-the-go!,4/1/17 12:39,2851,5757,61,10,7
https://www.facebook.com/underthebutton/posts/10154232051955855,Don't have any hilarious pranks planned for April Fools' Day? We've got you covered.,4/1/17 11:15,1552,2951,4,0,0
https://www.facebook.com/underthebutton/posts/10154229760520855,"When it rains, it pours.",3/31/17 13:27,1254,2694,31,2,1
https://www.facebook.com/underthebutton/posts/10154229624970855,They love me!,3/31/17 12:16,604,1148,3,0,0
https://www.facebook.com/underthebutton/posts/10154229575990855,Think again.,3/31/17 11:48,5301,9963,40,5,1
https://www.facebook.com/underthebutton/posts/10154229452075855,"The value of Gutmann's celery will be $3.5 million, a 5 percent increase from last year. Reactions from the student body have been mixed.",3/31/17 10:39,4291,7463,91,8,1
https://www.facebook.com/underthebutton/posts/10154229105065855,This guy is one in a million.,3/31/17 9:05,3595,6239,51,2,1
https://www.facebook.com/underthebutton/posts/10154229058290855,"&quot;I want to have fun in college, not be surrounded by a bunch of elitists,&quot; she explained. &quot;Honestly, even if I had gotten into Harvard and Yale and Princeton, I totally would have picked Penn anyways.&quot;",3/31/17 7:35,14787,22962,199,23,2
https://www.facebook.com/underthebutton/posts/10154227103355855,"&quot;As a person who has never once heard 3lau's music and has no intention to start listening to it, I am 100% sure that he is the greatest artist in modern music. He makes Zedd look like some guy with a computer.&quot;Your move, UPenn SPEC.",3/30/17 13:38,876,1626,3,0,0
https://www.facebook.com/underthebutton/posts/10154226996110855,Trump-mann Tweet of the Day,3/30/17 12:35,443,813,0,0,0
https://www.facebook.com/underthebutton/posts/10154226891770855,"Tonight, Fossil Free Penn concludes its sit in for divestment. Earlier this year, it demonstrated for a more jarring goal.",3/30/17 12:00,1380,2480,19,0,0
https://www.facebook.com/underthebutton/posts/10154226841430855,Student Government campaigns are really starting to get out of hand.,3/30/17 10:48,3601,6498,47,0,2
https://www.facebook.com/underthebutton/posts/10154226550680855,"As usual, every single Penn student ignored last Monday's Penn News Today email, completely unaware of the breaking news inside.",3/30/17 7:43,7778,12995,122,2,2
https://www.facebook.com/underthebutton/posts/10154225740310855,Bad news for anyone who hates Zedd and/or time travel,3/29/17 20:57,3815,6363,41,1,1
https://www.facebook.com/underthebutton/posts/10154225144290855,They fooled you all!,3/29/17 14:54,4434,7955,70,2,2
https://www.facebook.com/underthebutton/posts/10154224980815855,Trump-mann Tweet Of The Day,3/29/17 13:10,643,1201,2,0,0
https://www.facebook.com/underthebutton/posts/10154224833115855,We've all had to deal with a dead phone in Huntsman at some point or another.,3/29/17 11:34,1915,3669,15,0,1
https://www.facebook.com/underthebutton/posts/10154224588350855,Like it's 1857.,3/29/17 9:04,985,1773,3,0,0
https://www.facebook.com/underthebutton/posts/10154221518405855,Penn Men's Basketball will do whatever it takes for the trophy.,3/28/17 17:50,389,694,1,0,0
https://www.facebook.com/underthebutton/posts/10154221514105855,"If you're a real foodie, you shouldn't be surprised by this.",3/28/17 16:50,601,1157,5,0,0
https://www.facebook.com/underthebutton/posts/10154221510180855,"In all likelihood, someone you know is an ironic communist.",3/28/17 15:50,1608,3094,13,7,0
https://www.facebook.com/underthebutton/posts/10154221508885855,Follow your dreams... follow your memes.,3/28/17 15:00,847,1472,3,3,0
https://www.facebook.com/underthebutton/posts/10154221508045855,&quot;In other words: throw away your calendars.&quot;,3/28/17 13:50,900,1649,22,0,1
https://www.facebook.com/underthebutton/posts/10154221506245855,"When one player sent a video of his little brother's piano recital, his teammates flooded the thread with positive and family-friendly comments.",3/28/17 12:50,1900,3344,8,0,0
https://www.facebook.com/underthebutton/posts/10154221504170855,This unfortunate accident could have major implications for campus scooter users. Will Penn control scooter use the way it controls bikes during certain hours?,3/28/17 11:50,1086,1962,6,0,0
https://www.facebook.com/underthebutton/posts/10154221502055855,And people say Amy doesn't engage with the student body...,3/28/17 10:50,717,1437,0,0,0
https://www.facebook.com/underthebutton/posts/10154221501345855,Aren't we forgetting what's really important?,3/28/17 9:50,1322,2354,17,1,1
https://www.facebook.com/underthebutton/posts/10154221498930855,"Say what you will, but Furda is nothing if not objective when he makes these decisions.",3/28/17 8:50,4902,9744,51,1,3
https://www.facebook.com/underthebutton/posts/10154221497315855,"–It is woven with the spirit of the Aegean Sea and sprinkled with global influence,&quot; the despondent student told us.",3/28/17 7:50,1539,2844,15,5,1
https://www.facebook.com/underthebutton/posts/10154221495735855,Is there anything these fetuses can't do?,3/28/17 6:50,1275,2613,11,0,1
https://www.facebook.com/underthebutton/posts/10154221544815855,It's about time.,3/28/17 5:00,4946,9646,54,6,1
https://www.facebook.com/underthebutton/posts/10154220121310855,Amy is fed up with all the negative memes about her.,3/27/17 13:06,702,1273,0,0,0
https://www.facebook.com/underthebutton/posts/10154219985830855,&quot;Imagine thousands of Penn students at the Fling concert line dancing together.&quot;,3/27/17 12:09,3847,7092,82,17,4
https://www.facebook.com/underthebutton/posts/10154219798525855,"We always knew Wharton had the brightest kids. Now it has the brightest building, too.",3/27/17 10:34,2022,3751,21,0,0
https://www.facebook.com/underthebutton/posts/10154213439290855,"Check out the second episode of DP podcast Locust Pocus, with staff writer Lauren Sorantino! Without giving too much away: stolen bones.",3/25/17 8:01,359,610,0,0,0
https://www.facebook.com/underthebutton/posts/10154212281185855,Some people just have to learn the hard way.,3/24/17 12:47,2605,4811,12,1,0
https://www.facebook.com/underthebutton/posts/10154212235920855,Weak!,3/24/17 12:24,563,1016,0,0,0
https://www.facebook.com/underthebutton/posts/10154212063485855,The finest of techniques.,3/24/17 11:08,1801,3557,18,5,1
https://www.facebook.com/underthebutton/posts/10154209969750855,"Perhaps Gutmann's most avant-garde film appearance to date. You decide if it rules, or sucks. Yes, it's real.",3/23/17 15:13,915,1735,9,0,1
https://www.facebook.com/underthebutton/posts/10154209764615855,"&quot;They might as well place a sign by the entrance that says, 'Stealing books is welcome here, but your granola bar isn't.'&quot;",3/23/17 13:36,3150,5602,24,2,1
https://www.facebook.com/underthebutton/posts/10154209510660855,Trump-mann Tweet of the Day,3/23/17 11:38,439,791,0,0,0
https://www.facebook.com/underthebutton/posts/10154209386450855,"&quot;'It's going to taste real sour,' Barlman assured the press. 'It's going to taste truly terrible, which is what people like to see in an IPA.'&quot;",3/23/17 10:41,1670,3209,34,3,3
https://www.facebook.com/underthebutton/posts/10154209058520855,This is not what it looks like.,3/23/17 8:37,847,1514,7,0,0
https://www.facebook.com/underthebutton/posts/10154207505595855,Trump-mann Tweet Of The Day,3/22/17 17:37,508,871,1,0,0
https://www.facebook.com/underthebutton/posts/10154207244835855,We never thought it would reach this point.,3/22/17 15:50,887,1592,5,3,0
https://www.facebook.com/underthebutton/posts/10154206600900855,Innovation at its finest!,3/22/17 10:44,1928,3525,26,0,0
https://www.facebook.com/underthebutton/posts/10154206519140855,Entrepreneurial win!,3/22/17 10:06,8490,16138,95,4,8
https://www.facebook.com/underthebutton/posts/10154206492375855,Live your best life,3/22/17 9:54,11901,18808,226,35,4
https://www.facebook.com/underthebutton/posts/10154204580415855,Succulent reacts only,3/21/17 17:13,1056,1980,4,6,0
https://www.facebook.com/underthebutton/posts/10154204320140855,Say what?,3/21/17 15:53,685,1261,0,0,0
https://www.facebook.com/underthebutton/posts/10154204076580855,"Wow, who knew some Ivy League schools have more than 150 days of break?",3/21/17 14:08,7549,12493,93,6,4
https://www.facebook.com/underthebutton/posts/10154203981640855,Think our school breaks are too short? Amy cares.,3/21/17 13:17,837,1463,4,0,0
https://www.facebook.com/underthebutton/posts/10154203828955855,Looks like the high rise elevators might suck a little less now.,3/21/17 11:51,1076,2010,15,1,1
https://www.facebook.com/underthebutton/posts/10154203472540855,Find out what some of the world's most influential Meme Economists had to say about the change.,3/21/17 9:27,5210,8276,73,3,3
https://www.facebook.com/underthebutton/posts/10154201852730855,&quot;Sources report that the garment may be brought back into circulation at any point before next St. Paddy's Day if Rothschild runs out of clean shirts.&quot;,3/20/17 16:57,955,1751,3,0,0
https://www.facebook.com/underthebutton/posts/10154201272850855,"We're finally weighing in on one of the greatest issues of our time: when it comes to The Great Debate: Latke vs Hamantaschen, the answer is obvious.",3/20/17 13:25,1770,3137,16,0,0
https://www.facebook.com/underthebutton/posts/10154201074080855,Crazy how the mainstream college basketball media doesn't report these things.,3/20/17 11:38,630,1232,2,0,0
https://www.facebook.com/underthebutton/posts/10154200962295855,"Bloomers, the time has come. Please give this man back his sink.",3/20/17 10:30,2487,4470,30,0,1
https://www.facebook.com/underthebutton/posts/10154198757965855,"Following the Canada Goose (GOOS) IPO, there's a new measurement of social status at Penn.",3/19/17 11:59,7519,11400,94,0,1
https://www.facebook.com/underthebutton/posts/10154196612045855,"You heard it here first, and it's sure to be polarizing.",3/18/17 14:06,7060,12842,72,2,11
https://www.facebook.com/underthebutton/posts/10154194248300855,St. Patrick's Day is here!,3/17/17 13:58,615,1215,1,0,0
https://www.facebook.com/underthebutton/posts/10154193872820855,&quot;A fraternity without borders is not a fraternity.&quot;,3/17/17 11:13,4425,7649,51,6,1
https://www.facebook.com/underthebutton/posts/10154191390755855,"&quot;Getting married, having kids, and climbing the corporate ladder will pale in comparison to the riveting time he spent with people he knows tangentially on a gentrified beach in Mexico.&quot;",3/16/17 11:45,2405,4140,34,0,0
https://www.facebook.com/underthebutton/posts/10154191160760855,&quot;UTB is thrilled to announce our very first Environmental Awareness event!&quot;,3/16/17 10:07,1048,1803,12,0,0
https://www.facebook.com/underthebutton/posts/10154190924385855,CLASS CLASS CLASS,3/16/17 8:15,804,1466,3,0,0
https://www.facebook.com/underthebutton/posts/10154189143245855,1 like = 1 respect,3/15/17 14:59,4541,7304,89,8,1
https://www.facebook.com/underthebutton/posts/10154188746380855,Trump-mann Tweet Of The Day,3/15/17 11:37,750,1379,3,0,0
https://www.facebook.com/underthebutton/posts/10154188575560855,Makes sense!,3/15/17 9:59,2046,3598,25,2,0
https://www.facebook.com/underthebutton/posts/10154188474700855,Always an exception for cheesesteaks.,3/15/17 9:12,1059,1885,6,0,2
https://www.facebook.com/underthebutton/posts/10154186955995855,"&quot;I'm still trying to catch up on sleep, and my writing sem assignments are making that really difficult. That's just not acceptable,&quot; Rulio said, oblivious to the eye-rolls of more than a dozen upperclassmen.&quot;",3/14/17 17:26,1556,2992,3,0,0
https://www.facebook.com/underthebutton/posts/10154186578045855,"&quot;Shunned to the Van Pelt study rooms, Huntsman has sought revenge ever since.&quot;",3/14/17 14:18,3684,6481,71,0,2
https://www.facebook.com/underthebutton/posts/10154186459045855,Don't let anyone tell you that school is closed today.,3/14/17 13:09,744,1390,1,0,0
https://www.facebook.com/underthebutton/posts/10154186395715855,"&quot;While looking at the Wall Street Journal homepage, Sheldon realized that only one number really mattered in the grand scheme of things.&quot;",3/14/17 12:31,1749,3286,34,5,1
https://www.facebook.com/underthebutton/posts/10154184567745855,"&quot;In California we don't get snow, so I'm really excited,&quot; Mazzuli gushed, unwittingly exposing himself as an idiot with little to no understanding of cold weather or its effects.",3/13/17 17:00,12079,19674,230,71,5
https://www.facebook.com/underthebutton/posts/10154184360470855,"It is a disaster and 2017 will be the worst year yet, by far!",3/13/17 14:30,697,1318,0,0,0
https://www.facebook.com/underthebutton/posts/10154184042905855,"Did you forget to clear out your fridge before break, so that now everything in it is somewhere between expired and unrecognizable? Of course you did. These idiot-proof recipes will help you fix that!",3/13/17 11:33,979,1807,2,0,0
https://www.facebook.com/underthebutton/posts/10154183898900855,"Our very real, highly trained meteorologist isn't too optimistic about the next few days.",3/13/17 10:13,4275,7404,60,4,3
https://www.facebook.com/underthebutton/posts/10154170620820855,Penn Police are still on the hunt for this criminal mastermind.,3/9/17 11:47,315,473,5,0,0
https://www.facebook.com/underthebutton/posts/10154164568680855,"With executive orders like the one signed yesterday, these grades make sense.",3/7/17 11:34,4127,6989,42,1,3
https://www.facebook.com/underthebutton/posts/10154161886185855,"As another email scam surfaces, be extra wary of email solicitations.",3/6/17 10:11,2335,3961,30,0,0
https://www.facebook.com/underthebutton/posts/10154156945655855,"–It just so happened these were exactly the kind of students weêre looking for,” an Admissions spokesperson said of the accepted group.",3/4/17 9:27,29993,44736,360,31,10
https://www.facebook.com/underthebutton/posts/10154154531315855,See if your favorite vacation spot made the list.,3/3/17 12:02,397,637,1,0,0
https://www.facebook.com/underthebutton/posts/10154154146225855,"If you're still not sure what to do over break, we've got you covered.",3/3/17 9:22,884,1708,2,0,0
https://www.facebook.com/underthebutton/posts/10154152070295855,The 6'1 five year old struggled on his Math 114 midterm.,3/2/17 15:24,2240,4087,37,2,1
https://www.facebook.com/underthebutton/posts/10154151911175855,"&quot;First and foremost, I want you to know that I forgive you. &quot;",3/2/17 13:36,2929,4956,31,0,1
https://www.facebook.com/underthebutton/posts/10154151792990855,"–I wanted to hit it where it hurts, show the big man up there that Iêm serious about all this redemption and stuff,” he said.",3/2/17 12:18,665,1112,3,0,0
https://www.facebook.com/underthebutton/posts/10154151629380855,Amy Trump-mann Tweet of the Day,3/2/17 10:43,533,1056,0,0,0
https://www.facebook.com/underthebutton/posts/10154150049260855,Still not sure what to give up for Lent? Just stop making noise.,3/1/17 17:18,710,1304,0,0,0
https://www.facebook.com/underthebutton/posts/10154149839650855,This guy is better at Lent than you.,3/1/17 15:51,1915,3571,12,3,1
https://www.facebook.com/underthebutton/posts/10154149154530855,Take Pepe with you!,3/1/17 9:21,1541,2893,10,0,1
https://www.facebook.com/underthebutton/posts/10154149067625855,Trump-mann Tweet Of The Day,3/1/17 8:39,603,1199,1,0,0
https://www.facebook.com/underthebutton/posts/10154147802010855,It's that time of year.,2/28/17 18:02,4068,6335,67,12,0
https://www.facebook.com/underthebutton/posts/10154147609425855,"We reached out to a representative to find out what the bros were talking about. Shockingly, they responded.",2/28/17 16:28,2357,3884,21,1,0
https://www.facebook.com/underthebutton/posts/10154147490305855,Is Amy jealous?,2/28/17 15:45,642,1207,2,0,0
https://www.facebook.com/underthebutton/posts/10154147405310855,"It's totally possible, sort of.",2/28/17 14:43,1162,2024,12,1,0
https://www.facebook.com/underthebutton/posts/10154147247410855,Greatest heist of all time?,2/28/17 13:17,9328,13891,213,18,2
https://www.facebook.com/underthebutton/posts/10154146784905855,"Yes, this really happened.",2/28/17 9:17,5298,8358,84,9,1
https://www.facebook.com/underthebutton/posts/10154145155345855,&quot;It was only supposed to be a 2.43 in terms of difficulty.&quot;,2/27/17 13:59,22414,34004,498,18,10
https://www.facebook.com/underthebutton/posts/10154145047600855,"Some 200 alums, completely forgotten by the world, will have their names scrawled onto the loose bricks to commemorate their glaring failure to contribute anything to society.",2/27/17 12:47,3058,5024,50,5,0
https://www.facebook.com/underthebutton/posts/10154143458215855,Certain Oscars made their marks on history. Here are 7 of the best!,2/26/17 18:22,1207,2158,6,2,0
https://www.facebook.com/underthebutton/posts/10154143361920855,"If you're watching the Oscars tonight despite an embarrassing lack of knowledge about the films and people nominated, we've got you covered.",2/26/17 17:13,1655,2995,10,0,1
https://www.facebook.com/underthebutton/posts/10154142654110855,Looking for a place to study for your midterms?,2/26/17 10:38,699,1202,4,0,0
https://www.facebook.com/underthebutton/posts/10154140459705855,"If these students don't inspire you, something is wrong.",2/25/17 10:25,2325,4033,10,1,0
https://www.facebook.com/underthebutton/posts/10154138413660855,"&quot;I don't plan on staying in finance forever,&quot; Chen said confidently. &quot;But in the mean time, Goldman means I'm better than everyone else.&quot;",2/24/17 13:25,5401,8735,67,11,0
